,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
8740,"Apartamento en Arriendo, ENVIGADO, Medellín",envigado | medellín,3.150.000,79.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-envigado-3-habitaciones-2-banos-1-garajes/687-M5518532
8741,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.500.000,170.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-5-habitaciones-5-banos-2-garajes/687-M5631060
8742,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.700.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5227974
8743,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.200.000,50.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-villa-carlota-1-banos-1-garajes/687-M5656136
8744,"Local Comercial en Arriendo, Candelaria, Medellín",candelaria | medellín,2.800.000,33.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria/20769-M5990489
8745,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,1.700.000,27.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-poblado/687-M4945022
8746,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.700.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villa-carlota/687-M4673082
8747,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.600.000,80.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-2-banos-2-garajes/687-M5787271
8748,"Local Comercial en Arriendo, LAURELES, Medellín",laureles | medellín,15.000.000,400.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-laureles/12116-M3506546
8749,"Bodega en Arriendo, GUAYABAL, Medellín",guayabale | medellín,4.500.000,130.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-trinidad/687-M5698547
8750,"Apartamento en Arriendo, GUAYABAL, Medellín",guayabale | medellín,3.700.000,68.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4790023
8751,"Apartamento en Arriendo, Belen, Medellín",belen | medellín,2.500.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-3-habitaciones-2-banos-1-garajes/20033-M6033989
8752,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.500.000,42.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-1-banos/687-M5183614
8753,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,67.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M5035090
8754,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.000.000,60.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no1-1-habitaciones-2-banos-1-garajes/687-M5976516
8755,"Apartamento en Arriendo, SAN GERMAN, Medellín",san germane | medellín,2.600.000,50.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-2-habitaciones-2-banos-1-garajes/16174-M5939440
8756,"Apartamento en Arriendo, EL POBLADO DE SANTA MARIA DE LOS ANGELES, Medellín",el poblado de santa maria de los angelese | medellín,5.500.000,140.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/16174-M5261822
8757,"Apartamento en Arriendo, MANILA, Medellín",anilae | medellín,2.800.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-3-habitaciones-2-banos-1-garajes/16174-M5650515
8758,"Apartamento en Arriendo, EL CAMPESTRE, Medellín",el campestree | medellín,4.500.000,72.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-2-habitaciones-2-banos-1-garajes/16174-M5647806
8759,"Apartamento en Arriendo, LOS BALSOS NO 2, Medellín",los balsos no 2e | medellín,4.200.000,65.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/16174-M5669566
8760,"Apartamento en Arriendo, LOS BALSOS NO 2, Medellín",los balsos no 2e | medellín,3.500.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-1-garajes/16174-M5672392
8761,"Apartamento en Arriendo, Castropol, Medellín",castropole | medellín,4.150.000,128.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/14894-M6039234
8762,"Oficina en Arriendo, Manila, Medellín",anila | medellín,5.000.000,50.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-1-garajes/16120-M5731570
8763,"Apartamento en Arriendo, El Poblado Los Gonzalez, Medellín",el poblado los gonzalez | medellín,6.000.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-los-gonzalez-3-habitaciones-3-banos-2-garajes/18597-M6041596
8764,"Apartamento en Arriendo, Occidente Santa Monica, Medellín",occidente santa monicae | medellín,2.100.000,85.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belencito-2-habitaciones-2-banos/277-M5944353
8765,"Apartamento en Arriendo, El Campestre, Medellín",el campestree | medellín,4.400.000,70.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-2-garajes/16895-M5691976
8766,"Bodega en Arriendo, Belen Parque, Medellín",belen parque | medellín,6.000.000,140.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-belen-parque-3-banos/18597-M6040987
8770,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.700.000,43.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-castillo-1-banos-1-garajes/687-M5338242
8771,"Apartamento en Arriendo, Loma Del Indio, Medellín",loma del indio | medellín,6.000.000,75.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-2-habitaciones-2-banos-1-garajes/19797-M6051417
8772,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.400.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-2-habitaciones-2-banos-1-garajes/687-M5530158
8773,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.300.000,66.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M4745517
8774,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.500.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5398598
8775,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,38.300.000,500.0,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-5-habitaciones-5-banos-3-garajes/687-M5631047
8776,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.250.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos-1-garajes/12116-M4880156
8777,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.700.000,91.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-1-garajes/687-M5471494
8778,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,104.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M5691077
8779,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.300.000,100.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-2-garajes/687-M5738884
8780,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.500.000,88.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M4916756
8781,"Oficina en Arriendo, EL POBLADO, Medellín",el poblado | medellín,4.500.000,68.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-2-banos-2-garajes/687-M5861273
8782,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,6.300.000,86.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5976163
8783,"Apartamento en Arriendo, Guayabal, Medellín",guayabale | medellín,1.650.000,50.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-cristo-rey-2-habitaciones-1-banos/20772-M5993660
8784,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.950.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5734475
8785,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,9.000.000,379.0,0,3,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-naranjal-3-banos-1-garajes/12116-M3772768
8786,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.200.000,58.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5687087
8787,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,3.400.000,60.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-suramericana-1-banos/12116-M3813769
8788,"Local Comercial en Arriendo, Santa Monica, Medellín",santa monica | medellín,1.500.000,27.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-santa-monica-1-banos/20769-M5990317
8789,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,4.600.000,60.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-suramericana-1-banos/12116-M3813765
8790,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.400.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-2-banos-1-garajes/687-M4603200
8791,"Local Comercial en Arriendo, LAURELES, Medellín",laurelese | medellín,9.000.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-estadio/687-M5037967
8792,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.750.000,43.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-manila-1-habitaciones-1-banos-1-garajes/687-M5199834
8793,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,8.650.000,100.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-2-banos-2-garajes/687-M5969242
8794,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.100.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M6018951
8795,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.300.000,90.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-2-habitaciones-3-banos-1-garajes/687-M4297833
8796,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.500.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M5249156
8797,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.100.000,72.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M4879664
8798,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,2.250.000,65.0,2,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-1-banos/12116-M5321296
8799,"Apartamento en Arriendo, SANLUCAS, Medellín",sanlucase | medellín,5.800.000,163.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-2-habitaciones-3-banos-2-garajes/20833-M6020037
8800,"Local Comercial en Arriendo, Candelaria, Medellín",candelaria | medellín,35.000.000,475.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-2-banos/20769-M5990513
8801,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,6.600.000,105.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-2-habitaciones-3-banos-2-garajes/12116-M5857457
8802,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.000.000,85.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-2-banos-2-garajes/687-M5691658
8803,"Bodega en Arriendo, Barrio Antioquia, Medellín",barrio antioquiae | medellín,6.000.000,100.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-la-candelaria-1-banos/17287-M5656691
8804,"Oficina en Arriendo, Castropol, Medellín",castropole | medellín,6.000.000,70.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-castropol-2-banos/20033-M5769413
8805,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.000.000,67.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-2-banos-1-garajes/687-M5035103
8806,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.300.000,52.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-1-banos-1-garajes/687-1397383
8807,"Local Comercial en Arriendo, Belen, Medellín",belen | medellín,4.500.000,45.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-belen-1-banos/17287-M6044336
8808,"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",ciudad del rioe | medellín,4.100.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/16174-M5518462
8809,"Apartamento en Arriendo, SAN DIEGO, Medellín",san diegoe | medellín,3.600.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M6002422
8810,"Casa en Arriendo, LAS PALMAS, Medellín",las palmase | medellín,40.000.000,460.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no2-4-habitaciones-5-banos-3-garajes/16174-M5849861
8811,"Casa en Arriendo, LA CALERA, Medellín",la calerae | medellín,25.000.000,500.0,5,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-5-habitaciones-4-banos-4-garajes/16174-M5701627
8812,"Apartamento en Arriendo, CASTROPOL, Medellín",castropole | medellín,7.100.000,150.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-3-garajes/16174-M5476552
8813,"Apartamento en Arriendo, SANTA MARIA DE LOS ANGELES, Medellín",santa maria de los angelese | medellín,5.500.000,110.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-2-garajes/16174-M5520363
8814,"Apartamento en Arriendo, Sin Barrio, Medellín",sin barrio | medellín,1.700.000,54.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-sin-barrio-3-habitaciones-2-banos/18597-M6041314
8815,"Oficina en Arriendo, Poblado, Medellín",pobladoe | medellín,6.500.000,16.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-noel-2-banos/18714-M5784624
8816,"Apartamento en Arriendo, Castropol, Medellín",castropol | medellín,3.300.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/98-M5968832
8817,"Local Comercial en Arriendo, Laureles, Medellín",laureles | medellín,5.500.000,70.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-laureles-1-banos/18597-M6040850
8818,"Apartamento en Arriendo, Santa Monica, Medellín",santa monica | medellín,1.800.000,76.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-2-habitaciones-2-banos/18597-M6041379
8819,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,4.200.000,70.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-1-habitaciones-2-banos-1-garajes/18597-M6042359
8823,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.200.000,57.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-1-banos-2-garajes/687-M5545270
8824,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,3.300.000,84.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-gloria-3-habitaciones-3-banos/12116-M6044974
8825,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.200.000,46.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-tesoro-1-banos-1-garajes/687-M5489295
8826,"Consultorio en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.500.000,39.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-la-aguacatala-1-banos/687-M5492875
8827,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,4.600.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5847042
8828,"Local Comercial en Arriendo, Centro, Medellín",centro | medellín,1.650.000,13.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-centro-1-banos/20769-M5990371
8829,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.600.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5583207
8830,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.400.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/687-M5332578
8831,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.700.000,120.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-1-garajes/687-M4837392
8832,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,7.500.000,80.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-suramericana-1-banos/12116-M3811496
8833,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,50.000.000,500.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-5-banos-4-garajes/687-M3931816
8834,"Apartamento en Arriendo, La America, Medellín",la america | medellín,2.500.000,85.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-na-3-habitaciones-2-banos/20033-M5762993
8835,"Local Comercial en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,19.000.000,117.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-san-diego/687-M4620633
8836,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.600.000,98.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-2-habitaciones-2-banos-2-garajes/687-M5035112
8837,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.200.000,110.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M5476115
