,titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
2762,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.600.000,130.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-2-banos/687-M4869487
2763,"Apartamento en Arriendo, poblado, Medellín",pobladoe | medellín,4.100.000,350.0,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-5-banos-4-garajes/687-M2167470
2764,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,20.000.000,230.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/18975-M5583388
2765,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,3.700.000,76.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-palma-2-habitaciones-2-banos-1-garajes/12116-M5063003
2766,"Casa en Arriendo, El Velodromo, Medellín",el velodromoe | medellín,6.200.000,230.0,5,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-pinos-5-habitaciones-3-banos-1-garajes/2214-M6069693
2767,"Apartamento en Arriendo, Nuevo Poblado, Medellín",nuevo pobladoe | medellín,10.000.000,170.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos/2214-M6069096
2768,"Apartamento en Arriendo, La Concha, Medellín",la conchae | medellín,6.700.000,124.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-2-banos/2214-M6069671
2769,"Apartamento en Arriendo, Las Lomas, Medellín",las lomas | medellín,6.000.000,141.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-3-habitaciones-3-banos/2214-M5943743
2770,"Oficina en Arriendo, Oviedo, Medellín",oviedoe | medellín,6.304.000,70.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-urbanizacion-santa-maria-de-oviedo-1-banos/2214-M6069393
2771,"Apartamento en Arriendo, Laureles, Medellín",laurelese | medellín,2.950.000,100.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-2-habitaciones-2-banos/2214-M6015809
2772,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,6.200.000,170.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/18597-M6041050
2773,"Apartamento en Arriendo, Laureles, Medellín",laureles | medellín,2.500.000,60.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-1-banos-1-garajes/14059-M6044603
2774,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,4.700.000,118.0,3,4,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-3-habitaciones-4-banos/18777-M5965900
2775,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,5.200.000,120.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/18777-M5762462
2776,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,4.300.000,120.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-1-garajes/18597-M6041223
2777,"Apartamento en Arriendo, LA AGUACATALA, Medellín",la aguacatalae | medellín,3.600.000,98.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-3-banos-1-garajes/233-M5824202
2781,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,90.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-3-banos-1-garajes/687-M4865818
2782,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.600.000,87.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4809999
2783,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.100.000,107.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-3-banos-2-garajes/687-M4689523
2784,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,7.300.000,178.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no1-3-habitaciones-3-banos-2-garajes/687-M5958062
2785,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.600.000,101.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-manila-2-banos-1-garajes/687-M5157767
2786,"Oficina en Arriendo, LA AMERICA, Medellín",la americae | medellín,25.300.000,400.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-calasanz-5-banos/12116-M5282482
2787,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,17.000.000,386.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5766705
2788,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,3.600.000,87.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-2-habitaciones-2-banos-1-garajes/12116-M4810017
2789,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.600.000,94.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M5197162
2790,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,2.650.000,44.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-1-habitaciones-1-banos-1-garajes/687-M5143476
2791,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,22.500.000,825.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-5-banos-3-garajes/687-M2635294
2792,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.000.000,130.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5614422
2793,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.200.000,115.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M5987772
2794,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,4.500.000,98.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-2-habitaciones-2-banos-2-garajes/12116-M4765087
2795,"Apartamento en Arriendo, ALEJANDRIA, Medellín",alejandriae | medellín,20.000.000,452.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-4-banos-4-garajes/16631-M5211565
2796,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,8.650.000,225.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5953106
2797,"Local Comercial en Arriendo, LAURELES, Medellín",laurelese | medellín,6.600.000,225.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-el-velodromo/12116-M5504744
2798,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,5.000.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-2-garajes/687-M5003642
2799,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.900.000,79.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5774380
2800,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.200.000,70.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-las-lomas-no.1-1-banos-2-garajes/687-M5629998
2801,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.700.000,115.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/12116-M5934834
2802,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.700.000,115.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/687-M5936588
2803,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.700.000,274.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5771367
2804,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,6.600.000,198.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M5599601
2805,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,10.300.000,220.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5445663
2806,"Apartamento en Arriendo, LAURELES, Medellín",laurelese | medellín,5.850.000,150.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-2-garajes/12116-M4728198
2807,"Oficina en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,1.450.000.000,126.0,0,2,3,https://www.metrocuadrado.com/inmueble/venta-oficina-medellin-santa-maria-de-los-angeles-2-banos-3-garajes/687-M2756074
2808,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.200.000,38.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M5105625
2809,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.500.000,105.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M4585911
2810,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.000.000,320.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4726469
2811,"Local Comercial en Arriendo, LAURELES, Medellín",laurelese | medellín,5.000.000,76.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores/687-M5630076
2812,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.650.000,147.0,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-4-habitaciones-2-banos-1-garajes/687-M5775591
2813,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,20.000.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5211743
2814,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,11.000.000,250.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5108817
2815,"Apartamento en Arriendo, Belen Rosales, Medellín",belen rosales | medellín,4.400.000,160.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-rosales-4-habitaciones-3-banos-1-garajes/20769-M5989355
2816,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,16.500.000,200.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-linde-3-banos/687-M5680115
2817,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,17.200.000,200.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4975228
2818,"Apartamento en Arriendo, La Milla De Oro, Medellín",la milla de oro | medellín,5.700.000,50.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-milla-de-oro-1-habitaciones-1-banos-1-garajes/20772-M5997076
2819,"Apartamento en Arriendo, Loma Del Indio, Medellín",loma del indio | medellín,2.400.000,51.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-2-banos-1-garajes/12647-M5847051
2820,"Apartamento en Arriendo, San Joaquin, Medellín",san joaquin | medellín,5.500.000,220.0,3,4,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-3-habitaciones-4-banos/2214-M5991126
2821,"Apartamento en Arriendo, La Loma Del Indio, Medellín",la loma del indio | medellín,4.250.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-loma-del-indio-3-habitaciones-2-banos-1-garajes/16549-M6069993
2822,"Apartamento en Arriendo, Transversal Inferior, Medellín",transversal inferiore | medellín,6.000.000,190.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-4-habitaciones-3-banos/2214-M6069287
2823,"Casa en Arriendo, Florida Nueva, Medellín",florida nueva | medellín,5.000.000,120.0,4,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-4-habitaciones-3-banos/2214-M5853148
2824,"Casa en Arriendo, Floresta, Medellín",floresta | medellín,6.480.000,222.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-floresta-3-habitaciones-3-banos/2214-M5975129
2825,"Apartamento en Arriendo, San Diego, Medellín",san diego | medellín,3.000.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/14059-M6044515
2826,"Apartamento en Arriendo, Loma De Los Bernal, Medellín",loma de los bernal | medellín,2.800.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/18597-M6041148
2827,"Apartamento en Arriendo, Pilarica, Medellín",pilaricae | medellín,2.800.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-pilarica-3-habitaciones-2-banos-1-garajes/18714-M5844601
2828,"Apartaestudio en Arriendo, Poblado, Medellín",poblado | medellín,2.800.000,56.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-poblado-1-habitaciones-2-banos-1-garajes/16120-M6043030
2829,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,11.400.000,215.0,4,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-4-garajes/2398-M6037438
2830,"Apartamento en Arriendo, Belen Los Almendros, Medellín",belen los almendros | medellín,4.500.000,180.0,5,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-los-almendros-5-habitaciones-3-banos/403-M6046395
2834,"Apartamento en Arriendo, Poblado, Medellín",pobladoe | medellín,18.000.000,125.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-2-habitaciones-2-banos-2-garajes/20543-M6037065
2835,"Casa en Arriendo, La Castellana, Medellín",la castellanae | medellín,3.800.000,160.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-castellana-3-habitaciones-3-banos-1-garajes/17143-M5862803
2836,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.100.000,110.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M4504061
2837,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,8.100.000,143.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-3-habitaciones-3-banos-2-garajes/687-M5817921
2838,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.200.000,94.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5210390
2839,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.800.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-2-banos-1-garajes/687-M6052835
2840,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.350.000,76.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5671534
2841,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.700.000,110.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/687-M5995750
2842,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.650.000,163.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M5438523
2843,"Oficina en Arriendo, LAURELES, Medellín",laurelese | medellín,7.300.000,242.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-5-banos/12116-M5124671
2844,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.400.000,197.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M4850826
2845,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,9.300.000,180.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M2010254
2846,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,5.650.000,127.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M6004969
2847,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.650.000,86.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-2-garajes/687-M6052946
2848,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.300.000,79.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5456939
2849,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.800.000,95.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-2-banos-1-garajes/687-M4585878
2850,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,16.700.000,200.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4975243
2851,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,4.000.000,80.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M5558015
2852,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.200.000,145.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4529480
2853,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.950.000,160.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5759874
2854,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,17.000.000,240.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M5211777
2855,"Casa en Arriendo, Belen, Medellín",belen | medellín,2.500.000,87.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-3-habitaciones-2-banos-1-garajes/17134-M6049450
2856,"Apartamento en Arriendo, El Poblado, Medellín",el poblado | medellín,21.000.000,230.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-colombia-3-habitaciones-4-banos-3-garajes/18975-M5583440
2857,"Apartamento en Arriendo, EL POBLADO, Medellín",el poblado | medellín,9.700.000,260.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-4-banos-2-garajes/687-M5817842
2858,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,26.000.000,500.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M4876719
2859,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.500.000,100.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M5671916
2860,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.550.000,135.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5759826
2861,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,16.500.000,360.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-4-garajes/687-M5759776
2862,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,18.000.000,365.0,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-altos-del-poblado-4-habitaciones-5-banos-2-garajes/687-I1894377
2863,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,3.950.000,88.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-2-garajes/687-M5772031
2864,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.200.000,149.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5370582
2865,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,530.000.000,158.0,3,2,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-san-lucas-3-habitaciones-2-banos-2-garajes/687-M2793144
2866,"Oficina en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.000.000,84.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M5619368
2867,"Casa en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,20.000.000,500.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M4876743
2868,"Casa lote en Arriendo, CARIBE, Medellín",caribee | medellín,31.600.000,600.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-lote-medellin-caribe/687-M5367291
2869,"Local Comercial en Arriendo, Centro, Medellín",centroe | medellín,11.000.000,200.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-candelaria-2-banos/17287-M5828670
2870,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,8.500.000,198.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-3-habitaciones-3-banos-2-garajes/687-M6041528
2871,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,7.800.000,145.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M4529468
2872,"Apartamento en Arriendo, Loma Del Indio, Medellín",loma del indio | medellín,6.000.000,100.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-2-banos/2214-M6011527
2873,"Apartamento en Arriendo, Ciudad Del Rio, Medellín",ciudad del rioe | medellín,5.500.000,94.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos/2214-M6069378
2874,"Casa en Arriendo, Prado Centro, Medellín",prado centro | medellín,8.000.000,400.0,5,4,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-centro-5-habitaciones-4-banos-1-garajes/12647-M6006229
2875,"Casa en Arriendo, Laureles, Medellín",laureles | medellín,3.500.000,121.0,4,2,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-4-habitaciones-2-banos/2214-M5991562
2876,"Apartamento en Arriendo, La Floresta, Medellín",la florestae | medellín,4.400.000,100.0,3,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-floresta-3-habitaciones-2-banos/2214-M5850286
2877,"Apartamento en Arriendo, Los Conquistadores, Medellín",los conquistadores | medellín,6.000.000,75.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-2-habitaciones-2-banos/2214-M5977469
2878,"Apartamento en Arriendo, Loma De Los Parra, Medellín",loma de los parra | medellín,3.500.000,74.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-3-habitaciones-2-banos-1-garajes/16120-M6002289
2879,"Oficina en Arriendo, El Poblado, Medellín",el pobladoe | medellín,4.500.000,35.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-1-banos/17024-M6017715
2880,"Apartamento en Arriendo, Conquistadores, Medellín",conquistadores | medellín,4.500.000,140.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-conquistadores-3-habitaciones-2-banos-2-garajes/14059-M5696323
2881,"Local Comercial en Arriendo, Poblado, Medellín",poblado | medellín,7.500.000,150.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-2-banos-2-garajes/16120-M5999838
2882,"Casa en Arriendo, Calasanz, Medellín",calasanze | medellín,5.500.000,225.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-floresta-3-habitaciones-3-banos/14059-M5939268
2883,"Apartamento en Arriendo, Poblado, Medellín",poblado | medellín,3.000.000,104.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/98-M5734628
2887,"Apartamento en Arriendo, EL POBLADO, Medellín",el pobladoe | medellín,6.000.000,220.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5607546
2888,"Apartamento en Arriendo, BELEN, Medellín",belene | medellín,2.300.000,80.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-rosales-2-habitaciones-2-banos/12116-M5676021
