titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,34.000.000,460.0,0,2,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos-4-garajes/687-M4417688
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,7.800.000,69.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-florida-1-banos-1-garajes/687-M4811359
"Apartamento en Arriendo, LA AMERICA, Medellín",La América,1.800.000,64.0,3,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-1-banos/12116-M6032135
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,3.700.000,120.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-asomadera-no.1-4-habitaciones-3-banos-1-garajes/687-M4986707
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,2.200.000,36.0,1,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-joaquin-1-habitaciones-1-banos/12116-M5378212
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,12.300.000,114.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-1-garajes/687-M4558770
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,18.500.000,520.0,5,3,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-patio-bonito-5-habitaciones-3-banos-4-garajes/687-M5744070
"Apartamento en Venta y Arriendo, poblado, Medellín",El Poblado,730.000.000,174.0,3,3,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M2176448
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.300.000,120.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-2-garajes/687-M4229541
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.500.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M5282286
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,8.200.000,110.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos-2-garajes/687-M4417705
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.550.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-aguacatala-2-habitaciones-2-banos-1-garajes/687-M5428218
"Apartamento en Arriendo, BELEN, Medellín",Belén,2.850.000,60.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-diego-echavarria-2-habitaciones-2-banos-1-garajes/12116-M5832247
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.750.000,59.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-1-habitaciones-2-banos-1-garajes/687-M5708017
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.700.000,154.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M5251685
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,10.600.000,157.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M4202348
"Oficina en Arriendo, BELEN, Medellín",Belén,5.000.000,130.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-los-almendros-2-banos/687-M5047895
"Oficina en Arriendo, BELEN, Medellín",Belén,8.200.000,157.0,0,3,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-miravalle-3-banos-1-garajes/12116-M4472999
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.700.000,120.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-1-garajes/687-M4975308
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,10.700.000,186.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5282026
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,8.000.000,65.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-alejandria-1-banos-1-garajes/687-M6005785
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,66.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-asomadera-no.2-1-banos-3-garajes/687-M4811689
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,3.500.000,38.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-altos-del-poblado-1-banos-1-garajes/687-M6026513
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.250.000,66.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-castillo-2-habitaciones-2-banos-1-garajes/687-M4715018
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,1.350.000.000,219.0,3,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-3-garajes/687-1370020
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,13.800.000,150.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-4-banos-2-garajes/687-M4984071
"Oficina en Arriendo, LAURELES, Medellín",Laureles,12.800.000,242.0,0,3,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-3-banos-2-garajes/687-M4756390
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.200.000,94.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-2-garajes/687-M5596065
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.650.000,108.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/687-M5043126
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.500.000,77.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-2-habitaciones-2-banos-1-garajes/687-M4170349
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.600.000,96.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M4683610
"Apartamento en Arriendo, LA ABADIA, Medellín",La Abadia | Medellín,4.300.000,90.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-esmeraldal-2-habitaciones-3-banos-2-garajes/16174-M5783662
"Casa en Arriendo, Las Mercedes, Medellín",Las Mercedese | Medellín,2.800.000,180.0,5,3,0,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-mercedes-5-habitaciones-3-banos/13934-M6003430
"Apartamento en Arriendo, ALEJANDRIA, Medellín",Alejandría,9.500.000,215.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/16174-M5644112
"Apartamento en Arriendo, Poblado Altos Del Poblado, Medellín",El Poblado,4.200.000,120.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-3-banos-2-garajes/17556-M5220170
"Apartamento en Arriendo, CASTROPOL, Medellín",Castropol,6.500.000,135.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/16174-M5833103
"Local Comercial en Arriendo, Lleras, Medellín",Lleras | Medellín,20.000.000,453.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-lleras-3-banos/17017-M5956479
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores,2.500.000,58.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/18597-M6041573
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,24.000.000,444.0,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-5-habitaciones-5-banos-2-garajes/18597-M6041447
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,4.000.000,230.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-2-banos-1-garajes/18597-M6041375
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,5.500.000,175.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/18597-M6041399
"Oficina en Arriendo, Poblado, Medellín",El Poblado,8.600.000,97.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-poblado-2-banos-1-garajes/98-M6062908
"Apartamento en Arriendo, Poblado Castropol, Medellín",El Poblado,6.700.000,90.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-castropol-2-habitaciones-3-banos-1-garajes/18597-M6041413
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,10.000.000,100.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-balsos-no1-2-banos-2-garajes/687-M6050479
"Apartamento en Arriendo, BELEN, Medellín",Belén,4.000.000,95.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M4847934
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.800.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5047162
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.850.000,87.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-2-garajes/687-M4778157
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,10.500.000,74.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-simesa-2-banos-2-garajes/687-M5809162
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,2.800.000,30.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-1-banos/687-M4954868
"Local Comercial en Arriendo, Barrio Sevilla, Medellín",Barrio Sevilla | Medellín,13.090.000,138.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-barrio-sevilla-2-banos/20625-M5987817
"Oficina en Arriendo, LOS ROSALES, Medellín",Los Rosalese | Medellín,4.800.000,180.0,0,5,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-5-banos/687-M4568320
"Apartamento en Arriendo, LA AMERICA, Medellín",La América,3.100.000,137.0,3,3,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-3-banos/12116-M5548459
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.350.000,68.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-2-habitaciones-2-banos-1-garajes/687-M4898230
"Consultorio en Arriendo, EL POBLADO, Medellín",El Poblado,5.400.000,32.0,0,1,1,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-medellin-san-diego-1-banos-1-garajes/687-M5953926
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL, Medellín",Loma De Los Bernal,3.800.000,80.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-3-habitaciones-2-banos-1-garajes/12116-M5293604
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,4.200.000,97.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/21136-M6060593
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.000.000,190.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-4-banos-3-garajes/687-M5587514
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,98.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M5654650
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.400.000,67.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M6046555
"Bodega en Arriendo, LA CANDELARIA, Medellín",La Candelaria,13.000.000,240.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-el-chagualo/687-M4856088
"Oficina en Arriendo, LAURELES, Medellín",Laureles,6.200.000,200.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-estadio-4-banos/12116-M5102676
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.100.000,94.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4855656
"Local Comercial en Arriendo, Poblado, Medellín",El Poblado,3.800.000,60.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-poblado-1-banos/20384-M6067085
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,143.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5654605
"Apartamento en Arriendo, LAURELES, Medellín",Centro,3.650.000,107.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-2-banos-1-garajes/12116-M5498436
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.700.000,143.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/687-M5654561
"Oficina en Arriendo, LAURELES, Medellín",Laureles,10.000.000,400.0,0,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-los-conquistadores-4-banos-1-garajes/12116-M5028270
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,8.000.000,78.0,1,1,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-1-banos-2-garajes/20765-M6000139
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,7.200.000,110.0,0,2,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-diamante-no.2-2-banos-3-garajes/687-M4854841
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.400.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-2-banos-2-garajes/687-M4689362
"Casa en Arriendo, BELEN, Medellín",Belén,3.500.000,80.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-mota-3-habitaciones-3-banos-1-garajes/12116-M5954235
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.950.000,78.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M6002958
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.650.000,140.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-1-garajes/687-M5084322
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.800.000,98.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4762110
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,52.0,0,1,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-patio-bonito-1-banos-2-garajes/687-M4487439
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.550.000,63.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-1-garajes/687-M5547266
"Local Comercial en Arriendo, MONTERREY, Medellín",Onterrey | Medellín,27.000.000,500.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5621194
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.500.000,187.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-2-garajes/687-M4893808
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,4.200.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos-1-garajes/20769-M5990335
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,4.400.000,110.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-conquistadores-3-habitaciones-3-banos-2-garajes/12116-M4127168
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.250.000,85.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-3-banos-2-garajes/687-M5597265
"Apartamento en Arriendo, EL TESORO, Medellín",El Tesoro,15.000.000,300.0,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/16174-M5575981
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos,7.800.000,207.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-3-habitaciones-3-banos-2-garajes/4229-M6014714
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,3.100.000,90.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-3-habitaciones-3-banos-1-garajes/4673-M5860355
"Apartamento en Arriendo, PATIO BONITO, Medellín",Patio Bonito,4.500.000,108.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-2-banos-1-garajes/16174-M5852402
"Apartamento en Arriendo, LAS PALMAS, Medellín",Las Palmas,4.500.000,90.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-3-banos-2-garajes/16174-M6013782
"Apartamento en Arriendo, CASTROPOL, Medellín",Castropol,5.000.000,110.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/16174-M5653376
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.000.000,35.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-1-habitaciones-1-banos-1-garajes/16613-M4995673
"Apartamento en Arriendo, Poblado San Lucas, Medellín",El Poblado,5.700.000,90.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-1-habitaciones-2-banos-2-garajes/18597-M6041212
"Apartamento en Arriendo, Belen, Medellín",Belén,2.700.000,75.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-2-banos-1-garajes/18597-M6041584
"Oficina en Arriendo, Aguacatala, Medellín",Aguacatala | Medellín,6.200.000,90.0,0,2,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-aguacatala-2-banos-1-garajes/18597-M6063879
"Apartamento en Arriendo, San Diego, Medellín",San Diego,2.600.000,54.0,2,2,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-2-habitaciones-2-banos/14059-M5593208
"Apartamento en Arriendo, Patio Bonito, Medellín",Patio Bonito,4.200.000,58.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-patio-bonito-1-habitaciones-1-banos-1-garajes/847-M6002173
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,25.000.000,500.0,0,3,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-aguacatala-3-banos-4-garajes/687-M3990348
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.200.000,115.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-2-banos-1-garajes/687-M3215623
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.650.000,137.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-2-garajes/687-M5246049
"Local Comercial en Arriendo, MILLA DE ORO, Medellín",Illa De Oro | Medellín,50.000.000,670.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5620830
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.500.000,116.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5325392
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.750.000,140.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5183408
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.200.000,152.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5339798
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,9.500.000,340.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-4-garajes/687-M3355632
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.350.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5806771
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.200.000,95.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M3577229
"Apartamento en Arriendo, San Cristobal, Medellín",San Cristobal | Medellín,1.050.000,50.0,3,1,0,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-cristobal-3-habitaciones-1-banos/21136-M6059907
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,5.300.000,137.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-4-banos-1-garajes/12116-M5855113
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.200.000,53.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/687-M5448755
"Local Comercial en Arriendo, MILLA DE ORO, Medellín",Illa De Oro | Medellín,15.631.260,138.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5620721
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.000.000,97.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M5794607
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.700.000,133.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-2-banos-1-garajes/687-M5166562
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.850.000,64.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M5979771
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.850.000,84.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-villa-carlota-3-habitaciones-2-banos-1-garajes/687-M5688788
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.800.000,144.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-3-banos-2-garajes/687-M4753686
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,160.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2795462
"Oficina en Arriendo, MILLA DE ORO, Medellín",Illa De Oro | Medellín,26.390.000,365.0,0,4,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-4-banos-4-garajes/16642-M5621098
"Local Comercial en Arriendo, Candelaria, Medellín",Candelaria | Medellín,7.800.000,103.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-candelaria-1-banos/20769-M5990288
"Apartamento en Arriendo, La Castellana, Medellín",La Castellana,3.580.000,95.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/17143-M5848036
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.850.000,98.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4808273
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.200.000,150.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/687-M4948930
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.100.000,127.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M4802107
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,26.500.000,850.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-4-habitaciones-5-banos-4-garajes/687-M3238735
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.350.000,64.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no2-1-habitaciones-2-banos-1-garajes/687-M5979959
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,26.500.000,350.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M3642774
"Apartamento en Arriendo, BELEN, Medellín",Belén,2.600.000,116.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-nueva-villa-de-aburra-3-habitaciones-2-banos-1-garajes/12116-M4629182
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,220.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M4975334
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.200.000,170.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5166542
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,2.650.000,85.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/687-M5359575
