titulo,ubicacion,precio,area_m2,habitaciones,banos,parqueaderos,url
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,77.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/687-M5380241
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.500.000,72.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M4855685
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,4.500.000,137.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-2-banos-1-garajes/12116-M5040391
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,11.300.000,140.0,0,1,3,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-simesa-1-banos-3-garajes/687-M4794759
"Casa en Venta y Arriendo, poblado, Medellín",El Poblado,1.000.000.000,276.0,4,3,4,https://www.metrocuadrado.com/inmueble/venta-casa-medellin-la-florida-4-habitaciones-3-banos-4-garajes/687-M2166387
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,5.500.000,121.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-4-banos-2-garajes/16174-M5810680
"Apartamento en Arriendo, EL POBLADO SAN DIEGO, Medellín",El Poblado,3.600.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M5554997
"Apartamento en Arriendo, ALTOS DEL POBLADO, Medellín",El Poblado,8.000.000,90.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altavista-3-habitaciones-2-banos-2-garajes/16174-M5714778
"Apartamento en Arriendo, Loma De Los Parra, Medellín",Los Parra,5.300.000,184.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-3-habitaciones-4-banos-2-garajes/4673-M5832826
"Local Comercial en Arriendo, Conquistadores, Medellín",Conquistadores | Medellín,5.800.000,100.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-los-conquistadores-2-banos/11704-M4508055
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,5.200.000,110.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-3-banos-2-garajes/16174-M5669627
"Bodega en Arriendo, Naranjal, Medellín",Naranjal | Medellín,5.000.000,110.0,0,1,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-naranjal-1-banos/18597-M6065616
"Apartamento en Arriendo, Provenza, Medellín",Provenza,8.500.000,130.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-provenza-1-habitaciones-2-banos-2-garajes/847-M6022079
"Apartamento en Arriendo, Palmas , Medellín",Palmas | Medellín,5.000.000,90.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-palmas.-2-habitaciones-2-banos-2-garajes/18597-M6041074
"Local Comercial en Arriendo, Belen, Medellín",Belén,2.960.000,95.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-belen-2-banos/98-M6013486
"Local Comercial en Arriendo, CENTRO, Medellín",Centro,16.000.000,400.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-candelaria/18238-M5968062
"Apartamento en Arriendo, Loma De Los Balsos, Medellín",Los Balsos,9.000.000,242.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/847-M5004271
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.200.000,86.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M5528677
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.700.000,66.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-1-habitaciones-2-banos-2-garajes/687-M5663792
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,12.200.000,174.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5585289
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.650.000,132.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-2-banos-2-garajes/687-M5752475
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.600.000,70.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-1-habitaciones-2-banos-1-garajes/687-M5772393
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.100.000,78.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-3-habitaciones-2-banos-1-garajes/687-M5288409
"Bodega en Arriendo, Perpetuo Socorro, Medellín",Perpetuo Socorroe | Medellín,25.000.000,0.0,0,3,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-perpetuo-socorro-3-banos/17287-M5573433
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.700.000,124.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-3-banos-2-garajes/687-M5528644
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,74.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M5997860
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.100.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/12116-M5538322
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.300.000,84.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5528391
"Apartamento en Arriendo, Poblado San Lucas, Medellín",El Poblado,11.000.000,150.0,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-san-lucas-2-habitaciones-3-banos-2-garajes/20765-M6000255
"Apartamento en Venta y Arriendo, Poblado, Medellín",El Poblado,1.080.000.000,256.0,3,4,3,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-poblado-3-habitaciones-4-banos-3-garajes/687-1714027
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,11.000.000,326.0,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-4-habitaciones-5-banos-4-garajes/687-M3602519
"Oficina en Arriendo, GUAYABAL, Medellín",Guayabal,256.000.000,117.0,0,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-campo-amor-5-banos-4-garajes/687-M4141251
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,11.700.000,168.0,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-4-garajes/687-M5177509
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.700.000,120.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-2-garajes/687-M5696283
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.150.000,65.0,1,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-1-habitaciones-2-banos-2-garajes/687-M5371168
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,2.800.000,60.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/687-M5762425
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.750.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no2-3-habitaciones-2-banos-1-garajes/687-M6031066
"Bodega en Arriendo, GUAYABAL, Medellín",Guayabal,8.500.000,220.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal/687-M5262250
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,11.500.000,220.0,4,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-4-habitaciones-4-banos-3-garajes/687-M5257767
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,6.000.000,143.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-2-garajes/20769-M5990362
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.450.000,115.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-castellana-3-habitaciones-2-banos-1-garajes/12116-M5548406
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,12.800.000,168.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/687-M5176437
"Apartamento en Arriendo, LAURELES, Medellín",Laureles | Medellín,3.300.000,95.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-florida-nueva-3-habitaciones-2-banos-1-garajes/12116-M5859434
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,18.000.000,468.0,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-4-habitaciones-5-banos-3-garajes/687-M5798356
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.850.000,92.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/687-M5941787
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.300.000,70.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-2-banos-2-garajes/687-M4829796
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,92.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-3-banos-1-garajes/687-M3671984
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.700.000,147.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-2-garajes/687-M5528707
"Oficina en Arriendo, BELEN, Medellín",Belén,11.000.000,300.0,0,4,0,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-rosales-4-banos/687-M5005366
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,5.700.000,230.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-4-habitaciones-3-banos-2-garajes/12116-M6037274
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.200.000,108.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-1-garajes/687-M5979675
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,14.650.000,265.0,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-4-habitaciones-3-banos-2-garajes/687-M5799755
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,6.700.000,220.0,4,2,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-2-banos-1-garajes/687-M5424882
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.550.000,80.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-2-habitaciones-2-banos-2-garajes/687-M4928296
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.700.000,146.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M5798384
"Apartamento en Arriendo, ALTOS DEL POBLADO, Medellín",El Poblado,4.900.000,82.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altavista-3-habitaciones-2-banos-2-garajes/16174-M5658042
"Apartamento en Arriendo, LALINDE, Medellín",Lalinde,6.500.000,124.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-4-banos-2-garajes/16174-M5695513
"Apartamento en Arriendo, CIUDAD DEL RIO, Medellín",Ciudad Del Río,5.500.000,121.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-4-banos-2-garajes/16174-M5969661
"Apartamento en Arriendo, Castropol, Medellín",Castropol,4.100.000,100.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-2-banos-2-garajes/12647-M5725291
"Apartamento en Arriendo, EL TESORO, Medellín",El Tesoro,11.500.000,300.0,3,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-5-banos-3-garajes/16174-M5968612
"Apartamento en Arriendo, EL POBLADO SAN DIEGO, Medellín",El Poblado,3.600.000,70.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-3-habitaciones-2-banos-1-garajes/16174-M5554988
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,7.500.000,150.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-1-garajes/16120-M5957867
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,7.500.000,196.0,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-4-habitaciones-4-banos-2-garajes/16120-M5280563
"Casa en Arriendo, Los Colores, Medellín",Los Colores,2.500.000,86.0,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-colores-2-habitaciones-3-banos-1-garajes/18597-M6041415
"Bodega en Arriendo, Poblado, Medellín",El Poblado,47.000.000,502.0,0,2,0,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-simesa-2-banos/18714-M5724804
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,4.200.000,98.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-2-banos-1-garajes/16120-M5650492
"Apartamento en Arriendo, Castropol, Medellín",Castropol,7.000.000,145.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-2-garajes/18597-M6041202
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.300.000,70.0,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-1-habitaciones-2-banos-1-garajes/687-M4534459
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.300.000,63.0,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-diego-2-habitaciones-1-banos-1-garajes/687-M4511703
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado,6.500.000,97.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-2-habitaciones-2-banos-1-garajes/19797-M5974297
"Apartaestudio en Arriendo, EL POBLADO, Medellín",El Poblado,8.100.000,87.0,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-san-lucas-1-habitaciones-1-banos-1-garajes/687-M3561722
"Local Comercial en Arriendo, MILLA DE ORO, Medellín",Illa De Oro | Medellín,3.445.722,45.0,0,0,0,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin/16642-M5621236
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.200.000,66.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-2-habitaciones-2-banos-1-garajes/687-M4762151
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,3.600.000,90.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-colores-3-habitaciones-2-banos-1-garajes/12116-M5584144
"Local Comercial en Venta y Arriendo, EL POBLADO, Medellín",El Poblado,1.200.000.000,100.0,0,0,0,https://www.metrocuadrado.com/inmueble/venta-local-comercial-medellin-el-tesoro/687-1091174
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.000.000,86.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.1-3-habitaciones-2-banos-1-garajes/687-M4891277
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,9.200.000,256.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M4532962
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,7.200.000,100.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-3-banos-1-garajes/687-M4808039
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,6.300.000,147.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-4-banos-1-garajes/12116-M4931710
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,5.700.000,102.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-2-garajes/687-M5114063
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.500.000,140.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-1-garajes/687-M4778177
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.500.000,121.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-4-banos-2-garajes/687-M4810182
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,6.150.000,154.0,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-lomas-no.2-3-habitaciones-4-banos-1-garajes/687-M5796030
"Casa en Arriendo, LAURELES, Medellín",Laureles,4.500.000,210.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-colores-3-habitaciones-3-banos-1-garajes/12116-M4205683
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,9.200.000,127.0,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-2-habitaciones-2-banos-2-garajes/687-M4777540
"Apartamento en Arriendo, LAURELES, Medellín",Laureles,4.750.000,104.0,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-2-garajes/12116-M5428745
"Apartamento en Arriendo, BELEN, Medellín",Belén,3.350.000,83.0,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/12116-M5541671
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,8.000.000,178.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5414911
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,3.700.000,120.0,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-3-habitaciones-3-banos-1-garajes/687-M4621044
"Apartamento en Arriendo, EL POBLADO, Medellín",El Poblado,4.200.000,100.0,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-2-banos-2-garajes/687-M4582459
"Apartamento en Arriendo, BELEN, Medellín",Belén,2.850.000,65.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-bernardo-2-habitaciones-2-banos-1-garajes/12116-M5498447
"Apartamento en Arriendo, Poblado, Medellín",El Poblado,7.500.000,70.0,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-2-banos-1-garajes/20765-M6000012
"Casa en Arriendo, BELEN, Medellín",Belén,5.200.000,259.0,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-rosales-4-habitaciones-3-banos-1-garajes/12116-M4061450
"Oficina en Arriendo, EL POBLADO, Medellín",El Poblado,14.000.000,200.0,0,2,2,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-poblado-2-banos-2-garajes/687-M4851409
"Casa en Arriendo, EL POBLADO, Medellín",El Poblado,16.000.000,424.0,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-castillo-3-habitaciones-4-banos-2-garajes/687-M5976007
